NAME,Density (g/cm3),Pore limiting diameter (A),Largest cavity diameter (A),Volum. Surface area (m2/cm3),Grav. Surface area (m2/g),Helium void fraction (-),Pore volume (cm3/g),Porosity,Mixture,MF Methane,MF Ethane,MF Ethylene,MF Propane,MF Propylene,MF CO2,MF CO,MF N2,Total grav. Uptake (mol/kg),Total volum. uptake (cm3/cm3),Grav. Uptake Methane (mol/kg),Grav. Uptake Ethane (mol/kg),Grav. Uptake Ethylene (mol/kg),Grav. Uptake Propane (mol/kg),Grav. Uptake Propylene (mol/kg),Grav. Uptake CO2 (mol/kg),Grav. Uptake CO (mol/kg),Grav. Uptake N2 (mol/kg),Volum. Uptake Methane (cm3/cm3),Volum. Uptake Ethane (cm3/cm3),Volum. Uptake Ethylene (cm3/cm3),Volum. Uptake Propane (cm3/cm3),Volum. Uptake Propylene (cm3/cm3),Volum. Uptake CO2 (cm3/cm3),Volum. Uptake CO (cm3/cm3),Volum. Uptake N2 (cm3/cm3),Selectivity Methane/Mixture,Selectivity Ethane/Ethylene,Selectivity Propane/Propylene,Adsorbed MF Methane,Adsorbed MF Ethane,Adsorbed MF Ethylene,Adsorbed MF Propane,Adsorbed MF Propylene,Adsorbed MF CO2,Adsorbed MF CO,Adsorbed MF N2,Qst Methane (kJ/mol),Qst Ethane (kJ/mol),Qst Ethylene (kJ/mol),Qst Propane (kJ/mol),Qst Propylene (kJ/mol),Qst CO2 (kJ/mol),Qst CO (kJ/mol),Qst N2 (kJ/mol),MOF Density (g/cm3),Pore Limiting Diameter (A),Largest Cavity Diameter (A),Volum. Surface Area (m2/cm3),Grav. Surface Area (m2/g),Helium Void Fraction (-),Pore Volume (cm3/g),QST Methane (kJ/mol),QST Ethane (kJ/mol),QST Ethylene (kJ/mol),QST Propane (kJ/mol),QST Propylene (kJ/mol),QST CO2 (kJ/mol),QST CO (kJ/mol),QST N2 (kJ/mol),URL
AHUTIH,2.049,3.09,3.72,242.635004,118.436153,0.160472,0.0783,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,2.873,131.9219,0.009879123,0.0010113,0.000584779,5.89E-06,4.33E-05,2.861168069,0.000237864,2.49E-05,0.453634879,0.046437402,0.026852212,0.000270441,0.001989053,131.3806574,0.010922342,0.001142833,0.000608917,0.720570706,0.407895284,0.3,0,0,0,0,99.5,0,0,19.53991038,27.47850938,25.94348591,34.90589356,35.51846582,49.51087067,18.04411878,20.58807592,[2.0-4.0],[3.0-3.2),[3.4-4.0),[0-500),[0-250),[0-0.2),[0-0.1),[19-20),[27-28),[24-26),[30-36),[34-36),[45-50),[18-19),[20-22),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=AHUTIH
AJAYIT,1.984,4.32,6.41,644.012433,324.615924,0.248304,0.1251,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,1.1184,49.7321,0.379352318,0.325792588,0.067807224,0.111309227,0.150582392,0.080630016,0.002819385,9.82E-05,16.86887313,14.48720244,3.015222002,4.949650087,6.696032024,3.585420302,0.125371162,0.00436479,0.090583214,2.001953536,2.21757456,33.9,29.1,6,9.9,13.4,7.2,0.2,0,19.71528976,30.24054213,27.2264505,40.86174634,38.10385199,26.87627986,16.50243326,15.74005874,[1.8-2.0),[4.25-4.5),[6.0-6.5),[625-750),[250-500),[0.2-0.25),[0.1-0.15),[19-20),[30-32),[27-28),[40-41),[38-40),[26-28),[16-17),[15-16),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=AJAYIT
ALAMUW,0.65,6.27,11.43,2444.084854,3760.322675,0.797408,1.2267,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,5.8963,85.8991,2.729286791,1.596867728,0.386923086,0.178068173,0.361012557,0.612109656,0.030808591,0.001209845,39.76117748,23.26371174,5.636827013,2.594157654,5.25935361,8.917421482,0.448830018,0.01762543,0.152080487,1.719622263,1.479739439,46.2,27,6.5,3,6.1,10.3,0.5,0,15.56868471,26.91212682,24.06963498,36.43354875,34.42809373,21.02171888,12.40552782,11.3607979,[0.6-0.8),[6.0-7.0),[10.0-18.0],[2400-2600),[3500-4000),[0.7-0.8),[1.0-1.5),[14-16),[26-27),[24-26),[36-38),[34-36),[20-24),[10-14),[10-12),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=ALAMUW
ALIXOJ,0.98,4.83,8.06,1924.103725,1963.708494,0.56681,0.5783,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,5.9846,131.433,1.883720477,1.731097779,0.382176738,0.213827969,0.435947779,1.321434142,0.015775566,0.000605759,41.37012358,38.01823568,8.393336,4.696073334,9.57425144,29.02123454,0.346461759,0.013303624,0.08106124,1.887322459,1.471469607,31.4,28.9,6.3,3.5,7.2,22,0.2,0,15.70908117,23.77487802,21.69218475,30.42672191,29.3555898,28.30210704,13.47023823,12.95329633,[0.8-1.0),[4.75-5.0),[8.0-10.0),[1800-2000),[1750-2000),[0.55-0.6),[0.5-0.6),[14-16),[20-24),[20-24),[30-36),[25-30),[28-30),[10-14),[12-14),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=ALIXOJ
ALIXUP,1.339,5.57,5.86,1115.552926,833.343973,0.336477,0.2512,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,1.2675,38.0295,0.616963,0.228087834,0.059843353,0.017709625,0.036841807,0.301157395,0.006559305,0.000301495,18.51159746,6.843635965,1.795563207,0.53136647,1.105415878,9.03604343,0.196807929,0.00904616,0.16737231,1.588089449,1.442081159,48.6,17.9,4.7,1.3,2.9,23.7,0.5,0,13.40933992,18.82606896,17.25284095,24.1281985,22.84711813,24.29545597,11.86098911,11.85300306,[1.3-1.4),[5.0-6.0),[5.75-6.0),[1000-1200),[750-1000),[0.3-0.35),[0.25-0.3),[12-14),[10-20),[15-20),[20-25),[20-25),[24-26),[10-14),[10-12),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=ALIXUP
ALUJIB,1.432,4.21,5.95,1241.524261,866.744466,0.429425,0.2998,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,4.6973,150.812,0.606870431,0.425942594,0.10669891,0.049814184,0.108660452,3.39467299,0.00453959,0.000149488,19.48403982,13.67521308,3.425650194,1.5993225,3.488627012,108.9885753,0.145747003,0.004799434,0.026181482,1.663335462,1.375316846,12.9,9,2.2,1,2.3,72.2,0,0,19.45300601,29.77147331,26.9088559,39.77880507,37.29556898,45.81372951,16.85998915,17.95276653,[1.4-1.5),[4.0-4.25),[5.75-6.0),[1200-1400),[750-1000),[0.4-0.45),[0.25-0.3),[19-20),[29-30),[26-27),[39-40),[36-38),[45-50),[16-17),[17-18),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=ALUJIB
ALUJOH,1.415,4.32,5.93,1268.867696,896.492745,0.435661,0.3078,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,5.1388,163.0243,0.633865466,0.310885123,0.090951973,0.019196391,0.056642516,4.022290993,0.004825423,0.000168627,20.10877203,9.862531401,2.885363843,0.60898703,1.796929315,127.6033117,0.153081914,0.005349515,0.024830095,1.424218333,1.016712828,12.3,6,1.7,0.3,1.1,78.2,0,0,18.98294465,28.95547039,26.23056017,38.62435901,36.25990294,50.0244621,16.54108968,17.93173997,[1.4-1.5),[4.25-4.5),[5.75-6.0),[1200-1400),[750-1000),[0.4-0.45),[0.3-0.35),[18-19),[28-29),[26-27),[38-39),[36-38),[50-60),[16-17),[17-18),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=ALUJOH
ALUKIC,0.567,6.44,8.25,2982.729996,5261.342565,0.779349,1.3745,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,7.4156,94.2281,2.686499988,1.256696414,0.322905851,0.105056335,0.226691295,2.784533825,0.031907142,0.001269695,34.1368232,15.9685924,4.103100681,1.33493004,2.880521384,35.38251975,0.405437729,0.016133766,0.100249981,1.621598075,1.390300431,36.2,16.9,4.3,1.4,3,37.5,0.4,0,11.13354078,17.04700178,15.45027903,22.42848833,21.39941503,36.41735557,9.59764928,9.62472402,[0.4-0.6),[6.0-7.0),[8.0-10.0),[2600-3600],[4000-5500],[0.7-0.8),[1.0-1.5),[7-12),[10-20),[15-20),[20-25),[20-25),[36-40),[5-10),[2-10),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=ALUKIC
ALULAV,0.591,6.41,8.15,2994.132666,5067.021778,0.778558,1.3173,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,7.4936,99.2494,2.666232801,1.28053823,0.324559398,0.109329045,0.234663128,2.845894665,0.031170176,0.001218527,35.31305032,16.96015101,4.298642765,1.448013862,3.108007239,37.69259062,0.41283491,0.016138845,0.097467433,1.643944373,1.397693523,35.5,17,4.3,1.4,3.1,37.9,0.4,0,11.20585379,17.14790236,15.54846825,22.56118291,21.49952852,37.9034774,9.65795803,9.63174077,[0.4-0.6),[6.0-7.0),[8.0-10.0),[2600-3600],[4000-5500],[0.7-0.8),[1.0-1.5),[7-12),[10-20),[15-20),[20-25),[20-25),[36-40),[5-10),[2-10),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=ALULAV
ALULID,0.93,5,7.31,2014.636428,2167.340257,0.5927,0.6373,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,6.7387,140.3984,1.745955959,1.405240963,0.317683048,0.179936669,0.353807145,2.720317433,0.015182191,0.000538065,36.37657173,29.27785686,6.618849757,3.748937147,7.37148661,56.67715826,0.316317284,0.011210456,0.061712007,1.843085653,1.525718222,25.9,20.8,4.7,2.6,5.2,40.3,0.2,0,15.16851663,22.93330351,20.90036975,29.9550506,28.49797368,49.80840848,13.30629855,16.58254225,[0.8-1.0),[5.0-6.0),[7.0-8.0),[2000-2200),[2000-2250),[0.55-0.6),[0.6-0.7),[14-16),[20-24),[20-24),[25-30),[25-30),[45-50),[10-14),[16-17),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=ALULID
AMAFOK,1.492,5.29,6.3,856.842371,574.108055,0.269177,0.1804,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,1.7759,59.4072,0.280213499,0.618820106,0.100114942,0.303847331,0.40388933,0.06698405,0.001944972,6.37E-05,9.373790535,20.70096579,3.349076696,10.16439697,13.51103352,2.240771604,0.065063821,0.002130125,0.033061856,2.57545682,2.256910314,15.7,34.8,5.6,17.1,22.7,3.7,0.1,0,21.16357493,32.76856034,29.45639692,44.64509783,41.6032278,24.90212689,17.64800316,16.45840702,[1.4-1.5),[5.0-6.0),[6.0-6.5),[750-875),[500-750),[0.25-0.3),[0.15-0.2),[21-22),[32-34),[28-30),[42-46),[40-42),[24-26),[17-18),[16-17),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=AMAFOK
AMILUE,0.982,10.61,11.1,1149.67884,1170.267221,0.508522,0.5178,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,3.4691,76.3876,1.2715938,1.159568099,0.237860314,0.207084808,0.36212234,0.218048228,0.012337311,0.000451906,28.00004937,25.53328272,5.237600661,4.559934817,7.973806878,4.801345484,0.271663256,0.009950819,0.102116798,2.03124837,1.715592647,36.6,33.4,6.8,5.9,10.4,6.2,0.3,0,22.69034826,38.25778989,34.31909866,51.21626373,48.17603684,30.8019671,17.94047382,16.54281269,[0.8-1.0),[10.0-17.0],[10.0-18.0],[1000-1200),[1000-1250),[0.5-0.55),[0.5-0.6),[22-24),[38-40),[34-36),[50-55),[46-50),[30-32),[17-18),[16-17),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=AMILUE
AMIMEP,0.986,10.38,10.9,1146.96239,1163.219791,0.509193,0.5164,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,3.4225,75.6394,1.25369539,1.156767292,0.236955607,0.197158061,0.354688078,0.210579709,0.012196705,0.000445948,27.70756247,25.56538236,5.236887961,4.357333801,7.838859559,4.653961789,0.26955587,0.009855779,0.1020109,2.034078775,1.667589693,36.6,33.7,6.9,5.7,10.3,6.1,0.3,0,23.12156504,38.80171291,34.88629121,51.52264333,48.77159807,31.81606706,18.1885061,16.74887179,[0.8-1.0),[10.0-17.0],[10.0-18.0],[1000-1200),[1000-1250),[0.5-0.55),[0.5-0.6),[22-24),[38-40),[34-36),[50-55),[46-50),[30-32),[18-19),[16-17),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=AMIMEP
AMIWOJ,2.215,3.22,4.87,608.995559,274.929877,0.315231,0.1423,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,2.8695,142.4681,0.005138842,0.001661998,0.000466701,0.000343455,0.000515636,2.861292563,7.88E-05,4.23E-06,0.255138709,0.082516646,0.02317125,0.01705224,0.025600857,142.0605042,0.003914367,0.000209966,0.000316599,1.483818802,1.998242559,0.1,0,0,0,0,99.7,0,0,25.86470869,40.3409545,36.46586284,53.65341015,50.60101406,57.44262202,22.74262658,25.4948644,[2.0-4.0],[3.2-3.4),[4.75-5.0),[500-625),[250-500),[0.3-0.35),[0.1-0.15),[24-30),[40-65],[36-40),[50-55),[50-60),[50-60),[22-26),[22-26),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=AMIWOJ
AMIXAW,2.286,3.2,4.84,600.495455,262.654248,0.319233,0.1396,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,2.8504,146.0674,0.002108397,0.000354672,0.000143416,4.85E-05,7.88E-05,2.847662617,2.47E-05,1.19E-06,0.108042962,0.018174882,0.007349239,0.002485324,0.004040557,145.9260169,0.001265533,6.10E-05,0.000130628,1.030428687,1.845285488,0,0,0,0,0,99.9,0,0,26.3281889,41.02954265,37.10910467,54.42832214,51.46945991,61.06056441,23.34721766,26.99928049,[2.0-4.0],[3.2-3.4),[4.75-5.0),[500-625),[250-500),[0.3-0.35),[0.1-0.15),[24-30),[40-65],[36-40),[50-55),[50-60),[60-70),[22-26),[26-30),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=AMIXAW
AMIXEA,2.317,3.19,4.82,594.476916,256.519559,0.319044,0.1376,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,2.7897,144.9068,0.006784796,0.002212941,0.000589802,0.000508542,0.000823241,2.778669419,9.51E-05,3.25E-06,0.35242785,0.114948485,0.030636557,0.026415589,0.042762249,144.3345459,0.00494237,0.000168839,0.00043024,1.563335025,1.853194562,0.2,0,0,0,0,99.6,0,0,26.5056372,41.2970655,37.37858757,54.68494788,51.87989074,56.9003843,23.22556454,25.85028467,[2.0-4.0],[3.0-3.2),[4.75-5.0),[500-625),[250-500),[0.3-0.35),[0.1-0.15),[24-30),[40-65],[36-40),[50-55),[50-60),[50-60),[22-26),[22-26),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=AMIXEA
AMUXAI,1.024,7.01,8.27,1287.418143,1256.737884,0.410446,0.4008,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,2.3705,54.43,1.12026344,0.677077688,0.164188085,0.058714134,0.123054233,0.215662142,0.011117815,0.000446621,25.72254754,15.54648881,3.76994882,1.348144594,2.825467873,4.951852845,0.255277925,0.01025494,0.158121858,1.718247111,1.431420906,47.2,28.5,6.9,2.4,5.1,9,0.4,0,14.34388947,21.90815142,19.9808144,27.70406265,26.55511508,23.06009787,12.02852633,11.37444788,[1.0-1.1),[7.0-8.0),[8.0-10.0),[1200-1400),[1250-1500),[0.4-0.45),[0.4-0.5),[14-16),[20-24),[15-20),[25-30),[25-30),[20-24),[10-14),[10-12),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=AMUXAI
ANENEN,1.324,3.67,5.99,734.890906,555.245015,0.252424,0.1906,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,3.1407,93.1721,0.593536746,0.42469379,0.11688974,0.02079026,0.062032737,1.919021849,0.003611854,0.00014037,17.60778451,12.59891117,3.467635928,0.616761157,1.840255156,56.92945446,0.107148793,0.004164189,0.041120672,1.513868938,1.005449416,18.8,13.5,3.7,0.6,1.9,61.1,0.1,0,19.73414777,29.94715445,27.14730545,39.84343523,37.45087123,46.04203894,16.89313068,18.52153352,[1.3-1.4),[3.6-3.8),[5.75-6.0),[625-750),[500-750),[0.25-0.3),[0.15-0.2),[19-20),[29-30),[27-28),[39-40),[36-38),[45-50),[16-17),[18-19),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=ANENEN
ANENIR,1.33,3.69,6.02,676.467995,508.661467,0.236129,0.1775,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,2.8459,84.8303,0.416403215,0.432701714,0.101344498,0.038509088,0.099557409,1.754859089,0.002402144,8.36E-05,12.41227492,12.8981056,3.020907924,1.147890718,2.967637821,52.30937871,0.071603831,0.002491708,0.030246637,1.779005121,1.1604085,14.6,15.2,3.5,1.3,3.4,61.6,0,0,20.07027143,30.68509426,27.73186386,40.98327309,38.44400987,46.74374466,17.13881781,18.83183203,[1.3-1.4),[3.6-3.8),[6.0-6.5),[625-750),[500-750),[0.2-0.25),[0.15-0.2),[20-21),[30-32),[27-28),[40-41),[38-40),[45-50),[17-18),[18-19),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=ANENIR
ANOMUM,0.834,4.59,6.82,2400.610805,2879.381309,0.648851,0.7779,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,7.5272,140.6612,2.504950654,2.527464596,0.538984449,0.382411821,0.73081144,0.821287652,0.020524976,0.000752033,46.8102163,47.23093617,10.07204617,7.146160765,13.65673273,15.34746905,0.383551891,0.014053296,0.08801857,1.953878727,1.56981049,33.2,33.5,7.1,5,9.7,10.9,0.2,0,15.92422146,24.59305912,22.22956476,32.41254863,30.71669156,23.24230749,13.48260869,12.72753582,[0.8-1.0),[4.5-4.75),[6.5-7.0),[2400-2600),[2500-3000),[0.6-0.7),[0.7-0.8),[14-16),[24-26),[20-24),[30-36),[30-34),[20-24),[10-14),[12-14),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=ANOMUM
ANUGIA,0.568,6.41,13.58,2167.528078,3816.285825,0.812208,1.4299,2D,1,85,6,2.5,0.1,0.3,4,2,0.1,4.9012,62.3945,2.662199137,1.217185966,0.313189981,0.1076777,0.225804081,0.341213695,0.032650063,0.001294387,33.89091339,15.49528868,3.987040031,1.370782359,2.874580813,4.34379368,0.415649013,0.016478087,0.20982426,1.619339218,1.430590178,54.3,24.8,6.3,2.1,4.6,6.9,0.6,0,11.88685956,18.64571097,16.86262212,24.82542443,23.50968202,16.16421859,10.10657647,9.34455146,[0.4-0.6),[6.0-7.0),[10.0-18.0],[2000-2200),[3500-4000),[0.8-0.9],[1.0-1.5),[7-12),[10-20),[15-20),[20-25),[20-25),[10-20),[10-14),[2-10),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=ANUGIA
ANUGUM,0.68,6.45,7.87,2387.292668,3508.690986,0.748938,1.1013,2D,1,85,6,2.5,0.1,0.3,4,2,0.1,7.9851,121.7753,3.251966091,2.575618298,0.579084738,0.341799301,0.680898873,0.523290562,0.031273026,0.001156935,49.59357879,39.27904703,8.831237409,5.212554519,10.38393727,7.980357418,0.476924192,0.017643652,0.121246907,1.85322496,1.505947422,40.7,32.2,7.2,4.2,8.5,6.5,0.3,0,14.88920486,23.28874572,21.13968111,30.5242311,29.31419931,19.29400625,12.48230358,11.5807941,[0.6-0.8),[6.0-7.0),[7.0-8.0),[2200-2400),[3500-4000),[0.7-0.8),[1.0-1.5),[14-16),[20-24),[20-24),[30-36),[25-30),[10-20),[10-14),[10-12),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=ANUGUM
APEBED,1.652,3.22,4.17,391.047823,236.705749,0.256608,0.1553,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,2.0732,76.7681,0.491662351,0.876015778,0.199336774,0.030775303,0.148905466,0.323907498,0.002509183,8.71E-05,18.20568055,32.43783741,7.381207076,1.139573393,5.513794878,11.99391498,0.092912108,0.003225887,0.054860517,1.831105054,0.620030352,23.7,42.2,9.6,1.4,7.1,15.6,0.1,0,26.13833057,39.271434,36.20187726,48.49285769,47.57371874,37.26836229,22.18030887,20.98838325,[1.6-1.8),[3.2-3.4),[4.0-4.25),[0-500),[0-250),[0.25-0.3),[0.15-0.2),[24-30),[38-40),[36-40),[46-50),[46-50),[36-40),[22-26),[20-22),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=APEBED
AQETUM,1.436,3.03,4.95,871.670123,606.945694,0.279156,0.1943,2D,1,85,6,2.5,0.1,0.3,4,2,0.1,1.4948,48.118,0.479841695,0.231847032,0.06209867,0.015304507,0.03798217,0.662714507,0.004806772,0.000216992,15.44611295,7.4631602,1.998957311,0.49265236,1.222646731,21.33279212,0.154730083,0.006984967,0.08342896,1.555636064,1.208817759,32.1,15.5,4.1,1,2.5,44.3,0.3,0,15.96827786,24.01557975,21.80871931,31.55318463,29.88461123,30.23504251,13.7834324,13.83883631,[1.4-1.5),[3.0-3.2),[4.75-5.0),[750-875),[500-750),[0.25-0.3),[0.15-0.2),[14-16),[24-26),[20-24),[30-36),[25-30),[30-32),[10-14),[12-14),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=AQETUM
AQUCOF,1.042,4.94,8.84,1795.390777,1722.726467,0.569001,0.546,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,3.6017,84.1343,1.541726502,1.041169174,0.244799678,0.114981166,0.229679741,0.413424871,0.015352365,0.000600299,36.01379596,24.32108039,5.718371986,2.685890305,5.365179427,9.657354217,0.358621934,0.01402263,0.132072048,1.772144856,1.501845563,42.8,28.9,6.7,3.1,6.3,11.4,0.4,0,14.2623868,21.43282124,19.61736441,27.73908205,26.43116769,22.04989227,12.14404161,11.3862207,[1.0-1.1),[4.75-5.0),[8.0-10.0),[1600-1800),[1500-1750),[0.55-0.6),[0.5-0.6),[14-16),[20-24),[15-20),[25-30),[25-30),[20-24),[10-14),[10-12),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=AQUCOF
AQUDAS,1.04,5.02,8.88,1794.035027,1725.741273,0.569568,0.5476,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,3.6116,84.1541,1.542416261,1.050822039,0.247023628,0.116035871,0.231457229,0.407680641,0.015579358,0.000597791,35.9398057,24.48518008,5.755891856,2.703749145,5.393179546,9.499357199,0.363014271,0.013929119,0.131544345,1.772472211,1.503982459,42.7,29,6.8,3.2,6.4,11.2,0.4,0,14.22750726,21.42924468,19.59593164,27.69307346,26.43889643,22.01674044,12.12317574,11.36032017,[1.0-1.1),[5.0-6.0),[8.0-10.0),[1600-1800),[1500-1750),[0.55-0.6),[0.5-0.6),[14-16),[20-24),[15-20),[25-30),[25-30),[20-24),[10-14),[10-12),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=AQUDAS
AROFAP,1.17,3.96,5.99,1300.131357,1111.253953,0.47291,0.4041,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,4.8781,127.9225,0.9095402,1.448595451,0.287422888,0.254723922,0.485414994,1.486556983,0.005676565,0.000208492,23.85144585,37.98743139,7.537271514,6.679785917,12.72934328,38.98292057,0.148860147,0.005467427,0.040444268,2.099976946,1.574264855,18.6,29.6,5.8,5.2,9.9,30.4,0.1,0,21.52193855,33.94061339,30.55665576,45.5695854,43.00817079,38.02121469,18.04679257,17.57477601,[1.1-1.2),[3.8-4.0),[5.75-6.0),[1200-1400),[1000-1250),[0.45-0.5),[0.4-0.5),[21-22),[32-34),[30-32),[42-46),[42-44),[36-40),[18-19),[17-18),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=AROFAP
AROFET,0.856,4.91,7.7,2117.160403,2472.850345,0.621587,0.7261,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,6.4816,124.3819,2.085324146,1.639162691,0.372499215,0.196302024,0.389703566,1.778923976,0.018977781,0.000706088,40.01735672,31.45552131,7.148257488,3.767034556,7.478408881,34.13753945,0.364183485,0.013549814,0.083706854,1.83351918,1.511164186,32.1,25.2,5.7,3,6,27.4,0.2,0,15.90322263,25.44124166,22.96431555,33.09879265,31.49018897,35.80488523,13.54207419,13.06097913,[0.8-1.0),[4.75-5.0),[7.0-8.0),[2000-2200),[2250-2500),[0.6-0.7),[0.7-0.8),[14-16),[24-26),[20-24),[30-36),[30-34),[34-36),[10-14),[12-14),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=AROFET
ASACON,1.778,4.9,5.91,924.911119,520.05885,0.360826,0.2029,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,1.8079,72.0689,0.296679302,0.588742246,0.098641695,0.236960036,0.318158451,0.26665657,0.002020428,7.16E-05,11.82642973,23.46883908,3.932121555,9.445860187,12.68264601,10.62964342,0.080539648,0.002855868,0.034643596,2.486871988,2.23435871,16.4,32.5,5.4,13.1,17.5,14.7,0.1,0,20.77550179,32.22096358,28.93326479,43.65314291,40.73373925,29.77551947,17.47087775,16.68436775,[1.6-1.8),[4.75-5.0),[5.75-6.0),[875-1000),[500-750),[0.35-0.4),[0.2-0.25),[20-21),[32-34),[28-30),[42-46),[40-42),[28-30),[17-18),[16-17),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=ASACON
ASADAA,1.521,3.9,5.2,1079.254763,709.572711,0.358763,0.2358,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,2.5244,86.0617,0.757979456,0.93050893,0.193540779,0.13347886,0.279835409,0.223838048,0.005086081,0.000166504,25.84064808,31.72243468,6.598093273,4.550493041,9.540005685,7.630972283,0.173392087,0.005676364,0.075722908,2.003257695,1.430971801,30,36.8,7.6,5.2,11,8.8,0.2,0,19.46763364,29.71270564,26.96174514,38.74990979,36.88354852,29.31734116,16.56392393,15.70221892,[1.5-1.6),[3.8-4.0),[5.0-5.25),[1000-1200),[500-750),[0.35-0.4),[0.2-0.25),[19-20),[29-30),[26-27),[38-39),[36-38),[28-30),[16-17),[15-16),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=ASADAA
ATAFIK,1.215,5.32,6.14,1898.465704,1562.268375,0.604409,0.4974,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,5.4344,148.019,1.407419779,1.580730307,0.33028164,0.280237957,0.506506865,1.31742816,0.011366194,0.000426581,38.33448757,43.0550197,8.996020681,7.632959709,13.79594163,35.88334779,0.309585826,0.011618965,0.061676079,1.994169664,1.659827197,25.8,29,6,5.1,9.3,24.2,0.2,0,17.06528153,25.93406299,23.48212667,34.54430029,32.42388241,28.33769424,14.80370673,14.41883032,[1.2-1.3),[5.0-6.0),[6.0-6.5),[1800-2000),[1500-1750),[0.6-0.7),[0.4-0.5),[17-18),[24-26),[20-24),[30-36),[30-34),[28-30),[14-16),[14-15),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=ATAFIK
ATIBAG,1.648,3.23,4.57,625.107534,379.246583,0.241724,0.1466,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,1.9511,72.0836,0.641057348,0.816101734,0.175387681,0.06676881,0.167733958,0.080204899,0.003740798,0.000126141,23.68366104,30.15062054,6.479642429,2.466752581,6.19687805,2.96314464,0.138202609,0.004660238,0.086352854,1.938804293,1.194191283,32.8,41.8,8.9,3.4,8.5,4.1,0.1,0,20.05672093,30.62508721,27.75782902,40.09720856,38.21288145,25.71828994,16.60036493,15.88155537,[1.6-1.8),[3.2-3.4),[4.5-4.75),[625-750),[250-500),[0.2-0.25),[0.1-0.15),[20-21),[30-32),[27-28),[40-41),[38-40),[24-26),[16-17),[15-16),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=ATIBAG
